"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL"
"3733","2011-03-22","Tue","Working Day","Working Day","-","22","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm22MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo22MAR2011bhav.csv.zip"
"3734","2011-03-23","Wed","Working Day","Working Day","-","23","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm23MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo23MAR2011bhav.csv.zip"
"3735","2011-03-24","Thu","Working Day","Working Day","-","24","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm24MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo24MAR2011bhav.csv.zip"
"3736","2011-03-25","Fri","Working Day","Working Day","-","25","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm25MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo25MAR2011bhav.csv.zip"
"3737","2011-03-26","Sat","Holiday","Holiday","Weekend","26","MAR","2011","",""
"3738","2011-03-27","Sun","Holiday","Holiday","Weekend","27","MAR","2011","",""
"3739","2011-03-28","Mon","Working Day","Working Day","-","28","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm28MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo28MAR2011bhav.csv.zip"
"3740","2011-03-29","Tue","Working Day","Working Day","-","29","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm29MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo29MAR2011bhav.csv.zip"
"3741","2011-03-30","Wed","Working Day","Working Day","-","30","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm30MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo30MAR2011bhav.csv.zip"
"3742","2011-03-31","Thu","Working Day","Working Day","-","31","MAR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAR/cm31MAR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAR/fo31MAR2011bhav.csv.zip"
"3743","2011-04-01","Fri","Working Day","Working Day","-","1","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm1APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo1APR2011bhav.csv.zip"
"3744","2011-04-02","Sat","Holiday","Holiday","Weekend","2","APR","2011","",""
"3745","2011-04-03","Sun","Holiday","Holiday","Weekend","3","APR","2011","",""
"3746","2011-04-04","Mon","Working Day","Working Day","-","4","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm4APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo4APR2011bhav.csv.zip"
"3747","2011-04-05","Tue","Working Day","Working Day","-","5","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm5APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo5APR2011bhav.csv.zip"
"3748","2011-04-06","Wed","Working Day","Working Day","-","6","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm6APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo6APR2011bhav.csv.zip"
"3749","2011-04-07","Thu","Working Day","Working Day","-","7","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm7APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo7APR2011bhav.csv.zip"
"3750","2011-04-08","Fri","Working Day","Working Day","-","8","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm8APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo8APR2011bhav.csv.zip"
"3751","2011-04-09","Sat","Holiday","Holiday","Weekend","9","APR","2011","",""
"3752","2011-04-10","Sun","Holiday","Holiday","Weekend","10","APR","2011","",""
"3753","2011-04-11","Mon","Working Day","Working Day","-","11","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm11APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo11APR2011bhav.csv.zip"
"3754","2011-04-12","Tue","Holiday","Holiday","Ram Navmi","12","APR","2011","",""
"3755","2011-04-13","Wed","Working Day","Working Day","-","13","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm13APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo13APR2011bhav.csv.zip"
"3756","2011-04-14","Thu","Holiday","Holiday","Dr. Ambedkar Jayanti","14","APR","2011","",""
"3757","2011-04-15","Fri","Working Day","Working Day","-","15","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm15APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo15APR2011bhav.csv.zip"
"3758","2011-04-16","Sat","Holiday","Holiday","Weekend","16","APR","2011","",""
"3759","2011-04-17","Sun","Holiday","Holiday","Weekend","17","APR","2011","",""
"3760","2011-04-18","Mon","Working Day","Working Day","-","18","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm18APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo18APR2011bhav.csv.zip"
"3761","2011-04-19","Tue","Working Day","Working Day","-","19","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm19APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo19APR2011bhav.csv.zip"
"3762","2011-04-20","Wed","Working Day","Working Day","-","20","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm20APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo20APR2011bhav.csv.zip"
"3763","2011-04-21","Thu","Working Day","Working Day","-","21","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm21APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo21APR2011bhav.csv.zip"
"3764","2011-04-22","Fri","Holiday","Holiday","Good Friday","22","APR","2011","",""
"3765","2011-04-23","Sat","Holiday","Holiday","Weekend","23","APR","2011","",""
"3766","2011-04-24","Sun","Holiday","Holiday","Weekend","24","APR","2011","",""
"3767","2011-04-25","Mon","Working Day","Working Day","-","25","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm25APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo25APR2011bhav.csv.zip"
"3768","2011-04-26","Tue","Working Day","Working Day","-","26","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm26APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo26APR2011bhav.csv.zip"
"3769","2011-04-27","Wed","Working Day","Working Day","-","27","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm27APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo27APR2011bhav.csv.zip"
"3770","2011-04-28","Thu","Working Day","Working Day","-","28","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm28APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo28APR2011bhav.csv.zip"
"3771","2011-04-29","Fri","Working Day","Working Day","-","29","APR","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/APR/cm29APR2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/APR/fo29APR2011bhav.csv.zip"
"3772","2011-04-30","Sat","Holiday","Holiday","Weekend","30","APR","2011","",""
"3773","2011-05-01","Sun","Holiday","Holiday","Weekend","1","MAY","2011","",""
"3774","2011-05-02","Mon","Working Day","Working Day","-","2","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm2MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo2MAY2011bhav.csv.zip"
"3775","2011-05-03","Tue","Working Day","Working Day","-","3","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm3MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo3MAY2011bhav.csv.zip"
"3776","2011-05-04","Wed","Working Day","Working Day","-","4","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm4MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo4MAY2011bhav.csv.zip"
"3777","2011-05-05","Thu","Working Day","Working Day","-","5","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm5MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo5MAY2011bhav.csv.zip"
"3778","2011-05-06","Fri","Working Day","Working Day","-","6","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm6MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo6MAY2011bhav.csv.zip"
"3779","2011-05-07","Sat","Holiday","Holiday","Weekend","7","MAY","2011","",""
"3780","2011-05-08","Sun","Holiday","Holiday","Weekend","8","MAY","2011","",""
"3781","2011-05-09","Mon","Working Day","Working Day","-","9","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm9MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo9MAY2011bhav.csv.zip"
"3782","2011-05-10","Tue","Working Day","Working Day","-","10","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm10MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo10MAY2011bhav.csv.zip"
"3783","2011-05-11","Wed","Working Day","Working Day","-","11","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm11MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo11MAY2011bhav.csv.zip"
"3784","2011-05-12","Thu","Working Day","Working Day","-","12","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm12MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo12MAY2011bhav.csv.zip"
"3785","2011-05-13","Fri","Working Day","Working Day","-","13","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm13MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo13MAY2011bhav.csv.zip"
"3786","2011-05-14","Sat","Holiday","Holiday","Weekend","14","MAY","2011","",""
"3787","2011-05-15","Sun","Holiday","Holiday","Weekend","15","MAY","2011","",""
"3788","2011-05-16","Mon","Working Day","Working Day","-","16","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm16MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo16MAY2011bhav.csv.zip"
"3789","2011-05-17","Tue","Working Day","Working Day","-","17","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm17MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo17MAY2011bhav.csv.zip"
"3790","2011-05-18","Wed","Working Day","Working Day","-","18","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm18MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo18MAY2011bhav.csv.zip"
"3791","2011-05-19","Thu","Working Day","Working Day","-","19","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm19MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo19MAY2011bhav.csv.zip"
"3792","2011-05-20","Fri","Working Day","Working Day","-","20","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm20MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo20MAY2011bhav.csv.zip"
"3793","2011-05-21","Sat","Holiday","Holiday","Weekend","21","MAY","2011","",""
"3794","2011-05-22","Sun","Holiday","Holiday","Weekend","22","MAY","2011","",""
"3795","2011-05-23","Mon","Working Day","Working Day","-","23","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm23MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo23MAY2011bhav.csv.zip"
"3796","2011-05-24","Tue","Working Day","Working Day","-","24","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm24MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo24MAY2011bhav.csv.zip"
"3797","2011-05-25","Wed","Working Day","Working Day","-","25","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm25MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo25MAY2011bhav.csv.zip"
"3798","2011-05-26","Thu","Working Day","Working Day","-","26","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm26MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo26MAY2011bhav.csv.zip"
"3799","2011-05-27","Fri","Working Day","Working Day","-","27","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm27MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo27MAY2011bhav.csv.zip"
"3800","2011-05-28","Sat","Holiday","Holiday","Weekend","28","MAY","2011","",""
"3801","2011-05-29","Sun","Holiday","Holiday","Weekend","29","MAY","2011","",""
"3802","2011-05-30","Mon","Working Day","Working Day","-","30","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm30MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo30MAY2011bhav.csv.zip"
"3803","2011-05-31","Tue","Working Day","Working Day","-","31","MAY","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/MAY/cm31MAY2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/MAY/fo31MAY2011bhav.csv.zip"
"3804","2011-06-01","Wed","Working Day","Working Day","-","1","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm1JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo1JUN2011bhav.csv.zip"
"3805","2011-06-02","Thu","Working Day","Working Day","-","2","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm2JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo2JUN2011bhav.csv.zip"
"3806","2011-06-03","Fri","Working Day","Working Day","-","3","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm3JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo3JUN2011bhav.csv.zip"
"3807","2011-06-04","Sat","Holiday","Holiday","Weekend","4","JUN","2011","",""
"3808","2011-06-05","Sun","Holiday","Holiday","Weekend","5","JUN","2011","",""
"3809","2011-06-06","Mon","Working Day","Working Day","-","6","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm6JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo6JUN2011bhav.csv.zip"
"3810","2011-06-07","Tue","Working Day","Working Day","-","7","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm7JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo7JUN2011bhav.csv.zip"
"3811","2011-06-08","Wed","Working Day","Working Day","-","8","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm8JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo8JUN2011bhav.csv.zip"
"3812","2011-06-09","Thu","Working Day","Working Day","-","9","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm9JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo9JUN2011bhav.csv.zip"
"3813","2011-06-10","Fri","Working Day","Working Day","-","10","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm10JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo10JUN2011bhav.csv.zip"
"3814","2011-06-11","Sat","Holiday","Holiday","Weekend","11","JUN","2011","",""
"3815","2011-06-12","Sun","Holiday","Holiday","Weekend","12","JUN","2011","",""
"3816","2011-06-13","Mon","Working Day","Working Day","-","13","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm13JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo13JUN2011bhav.csv.zip"
"3817","2011-06-14","Tue","Working Day","Working Day","-","14","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm14JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo14JUN2011bhav.csv.zip"
"3818","2011-06-15","Wed","Working Day","Working Day","-","15","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm15JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo15JUN2011bhav.csv.zip"
"3819","2011-06-16","Thu","Working Day","Working Day","-","16","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm16JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo16JUN2011bhav.csv.zip"
"3820","2011-06-17","Fri","Working Day","Working Day","-","17","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm17JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo17JUN2011bhav.csv.zip"
"3821","2011-06-18","Sat","Holiday","Holiday","Weekend","18","JUN","2011","",""
"3822","2011-06-19","Sun","Holiday","Holiday","Weekend","19","JUN","2011","",""
"3823","2011-06-20","Mon","Working Day","Working Day","-","20","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm20JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo20JUN2011bhav.csv.zip"
"3824","2011-06-21","Tue","Working Day","Working Day","-","21","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm21JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo21JUN2011bhav.csv.zip"
"3825","2011-06-22","Wed","Working Day","Working Day","-","22","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm22JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo22JUN2011bhav.csv.zip"
"3826","2011-06-23","Thu","Working Day","Working Day","-","23","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm23JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo23JUN2011bhav.csv.zip"
"3827","2011-06-24","Fri","Working Day","Working Day","-","24","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm24JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo24JUN2011bhav.csv.zip"
"3828","2011-06-25","Sat","Holiday","Holiday","Weekend","25","JUN","2011","",""
"3829","2011-06-26","Sun","Holiday","Holiday","Weekend","26","JUN","2011","",""
"3830","2011-06-27","Mon","Working Day","Working Day","-","27","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm27JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo27JUN2011bhav.csv.zip"
"3831","2011-06-28","Tue","Working Day","Working Day","-","28","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm28JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo28JUN2011bhav.csv.zip"
"3832","2011-06-29","Wed","Working Day","Working Day","-","29","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm29JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo29JUN2011bhav.csv.zip"
"3833","2011-06-30","Thu","Working Day","Working Day","-","30","JUN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUN/cm30JUN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUN/fo30JUN2011bhav.csv.zip"
"3834","2011-07-01","Fri","Working Day","Working Day","-","1","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm1JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo1JUL2011bhav.csv.zip"
"3835","2011-07-02","Sat","Holiday","Holiday","Weekend","2","JUL","2011","",""
"3836","2011-07-03","Sun","Holiday","Holiday","Weekend","3","JUL","2011","",""
"3837","2011-07-04","Mon","Working Day","Working Day","-","4","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm4JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo4JUL2011bhav.csv.zip"
"3838","2011-07-05","Tue","Working Day","Working Day","-","5","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm5JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo5JUL2011bhav.csv.zip"
"3839","2011-07-06","Wed","Working Day","Working Day","-","6","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm6JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo6JUL2011bhav.csv.zip"
"3840","2011-07-07","Thu","Working Day","Working Day","-","7","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm7JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo7JUL2011bhav.csv.zip"
"3841","2011-07-08","Fri","Working Day","Working Day","-","8","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm8JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo8JUL2011bhav.csv.zip"
"3842","2011-07-09","Sat","Holiday","Holiday","Weekend","9","JUL","2011","",""
"3843","2011-07-10","Sun","Holiday","Holiday","Weekend","10","JUL","2011","",""
"3844","2011-07-11","Mon","Working Day","Working Day","-","11","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm11JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo11JUL2011bhav.csv.zip"
"3845","2011-07-12","Tue","Working Day","Working Day","-","12","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm12JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo12JUL2011bhav.csv.zip"
"3846","2011-07-13","Wed","Working Day","Working Day","-","13","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm13JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo13JUL2011bhav.csv.zip"
"3847","2011-07-14","Thu","Working Day","Working Day","-","14","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm14JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo14JUL2011bhav.csv.zip"
"3848","2011-07-15","Fri","Working Day","Working Day","-","15","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm15JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo15JUL2011bhav.csv.zip"
"3849","2011-07-16","Sat","Holiday","Holiday","Weekend","16","JUL","2011","",""
"3850","2011-07-17","Sun","Holiday","Holiday","Weekend","17","JUL","2011","",""
"3851","2011-07-18","Mon","Working Day","Working Day","-","18","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm18JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo18JUL2011bhav.csv.zip"
"3852","2011-07-19","Tue","Working Day","Working Day","-","19","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm19JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo19JUL2011bhav.csv.zip"
"3853","2011-07-20","Wed","Working Day","Working Day","-","20","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm20JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo20JUL2011bhav.csv.zip"
"3854","2011-07-21","Thu","Working Day","Working Day","-","21","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm21JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo21JUL2011bhav.csv.zip"
"3855","2011-07-22","Fri","Working Day","Working Day","-","22","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm22JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo22JUL2011bhav.csv.zip"
"3856","2011-07-23","Sat","Holiday","Holiday","Weekend","23","JUL","2011","",""
"3857","2011-07-24","Sun","Holiday","Holiday","Weekend","24","JUL","2011","",""
"3858","2011-07-25","Mon","Working Day","Working Day","-","25","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm25JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo25JUL2011bhav.csv.zip"
"3859","2011-07-26","Tue","Working Day","Working Day","-","26","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm26JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo26JUL2011bhav.csv.zip"
"3860","2011-07-27","Wed","Working Day","Working Day","-","27","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm27JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo27JUL2011bhav.csv.zip"
"3861","2011-07-28","Thu","Working Day","Working Day","-","28","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm28JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo28JUL2011bhav.csv.zip"
"3862","2011-07-29","Fri","Working Day","Working Day","-","29","JUL","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JUL/cm29JUL2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JUL/fo29JUL2011bhav.csv.zip"
"3863","2011-07-30","Sat","Holiday","Holiday","Weekend","30","JUL","2011","",""
"3864","2011-07-31","Sun","Holiday","Holiday","Weekend","31","JUL","2011","",""
