"Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","URL"
"2009-03-18","Wed","Working Day","Working Day",,18,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm18MAR2009bhav.csv.zip"
"2009-03-19","Thu","Working Day","Working Day",,19,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm19MAR2009bhav.csv.zip"
"2009-03-20","Fri","Working Day","Working Day",,20,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm20MAR2009bhav.csv.zip"
"2009-03-21","Sat","Holiday","Holiday","Weekend",21,"MAR",2009,"NA"
"2009-03-22","Sun","Holiday","Holiday","Weekend",22,"MAR",2009,"NA"
"2009-03-23","Mon","Working Day","Working Day",,23,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm23MAR2009bhav.csv.zip"
"2009-03-24","Tue","Working Day","Working Day",,24,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm24MAR2009bhav.csv.zip"
"2009-03-25","Wed","Working Day","Working Day",,25,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm25MAR2009bhav.csv.zip"
"2009-03-26","Thu","Working Day","Working Day",,26,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm26MAR2009bhav.csv.zip"
"2009-03-27","Fri","Holiday","Holiday","Gudi Padwa",27,"MAR",2009,"NA"
"2009-03-28","Sat","Holiday","Holiday","Weekend",28,"MAR",2009,"NA"
"2009-03-29","Sun","Holiday","Holiday","Weekend",29,"MAR",2009,"NA"
"2009-03-30","Mon","Working Day","Working Day",,30,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm30MAR2009bhav.csv.zip"
"2009-03-31","Tue","Working Day","Working Day",,31,"MAR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAR/cm31MAR2009bhav.csv.zip"
"2009-04-01","Wed","Holiday","Holiday","Annual Bank Closing",1,"APR",2009,"NA"
"2009-04-02","Thu","Working Day","Working Day",,2,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm2APR2009bhav.csv.zip"
"2009-04-03","Fri","Holiday","Holiday","Ram Navmi",3,"APR",2009,"NA"
"2009-04-04","Sat","Holiday","Holiday","Weekend",4,"APR",2009,"NA"
"2009-04-05","Sun","Holiday","Holiday","Weekend",5,"APR",2009,"NA"
"2009-04-06","Mon","Working Day","Working Day",,6,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm6APR2009bhav.csv.zip"
"2009-04-07","Tue","Holiday","Holiday","Mahavir Jayanti",7,"APR",2009,"NA"
"2009-04-08","Wed","Working Day","Working Day",,8,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm8APR2009bhav.csv.zip"
"2009-04-09","Thu","Working Day","Working Day",,9,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm9APR2009bhav.csv.zip"
"2009-04-10","Fri","Holiday","Holiday","Good Friday",10,"APR",2009,"NA"
"2009-04-11","Sat","Holiday","Holiday","Weekend",11,"APR",2009,"NA"
"2009-04-12","Sun","Holiday","Holiday","Weekend",12,"APR",2009,"NA"
"2009-04-13","Mon","Working Day","Working Day",,13,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm13APR2009bhav.csv.zip"
"2009-04-14","Tue","Holiday","Holiday","Dr. Babasaheb Ambedkar Jayanti",14,"APR",2009,"NA"
"2009-04-15","Wed","Working Day","Working Day",,15,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm15APR2009bhav.csv.zip"
"2009-04-16","Thu","Working Day","Working Day",,16,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm16APR2009bhav.csv.zip"
"2009-04-17","Fri","Working Day","Working Day",,17,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm17APR2009bhav.csv.zip"
"2009-04-18","Sat","Holiday","Holiday","Weekend",18,"APR",2009,"NA"
"2009-04-19","Sun","Holiday","Holiday","Weekend",19,"APR",2009,"NA"
"2009-04-20","Mon","Working Day","Working Day",,20,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm20APR2009bhav.csv.zip"
"2009-04-21","Tue","Working Day","Working Day",,21,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm21APR2009bhav.csv.zip"
"2009-04-22","Wed","Working Day","Working Day",,22,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm22APR2009bhav.csv.zip"
"2009-04-23","Thu","Working Day","Working Day",,23,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm23APR2009bhav.csv.zip"
"2009-04-24","Fri","Working Day","Working Day",,24,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm24APR2009bhav.csv.zip"
"2009-04-25","Sat","Holiday","Holiday","Weekend",25,"APR",2009,"NA"
"2009-04-26","Sun","Holiday","Holiday","Weekend",26,"APR",2009,"NA"
"2009-04-27","Mon","Working Day","Working Day",,27,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm27APR2009bhav.csv.zip"
"2009-04-28","Tue","Working Day","Working Day",,28,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm28APR2009bhav.csv.zip"
"2009-04-29","Wed","Working Day","Working Day",,29,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm29APR2009bhav.csv.zip"
"2009-04-30","Thu","Working Day","Working Day",,30,"APR",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/APR/cm30APR2009bhav.csv.zip"
"2009-05-01","Fri","Holiday","Holiday","class=""SpellE""Maharashtra Day",1,"MAY",2009,"NA"
"2009-05-02","Sat","Holiday","Holiday","Weekend",2,"MAY",2009,"NA"
"2009-05-03","Sun","Holiday","Holiday","Weekend",3,"MAY",2009,"NA"
"2009-05-04","Mon","Working Day","Working Day",,4,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm4MAY2009bhav.csv.zip"
"2009-05-05","Tue","Working Day","Working Day",,5,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm5MAY2009bhav.csv.zip"
"2009-05-06","Wed","Working Day","Working Day",,6,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm6MAY2009bhav.csv.zip"
"2009-05-07","Thu","Working Day","Working Day",,7,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm7MAY2009bhav.csv.zip"
"2009-05-08","Fri","Working Day","Working Day",,8,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm8MAY2009bhav.csv.zip"
"2009-05-09","Sat","Holiday","Holiday","Weekend",9,"MAY",2009,"NA"
"2009-05-10","Sun","Holiday","Holiday","Weekend",10,"MAY",2009,"NA"
"2009-05-11","Mon","Working Day","Working Day",,11,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm11MAY2009bhav.csv.zip"
"2009-05-12","Tue","Working Day","Working Day",,12,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm12MAY2009bhav.csv.zip"
"2009-05-13","Wed","Working Day","Working Day",,13,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm13MAY2009bhav.csv.zip"
"2009-05-14","Thu","Working Day","Working Day",,14,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm14MAY2009bhav.csv.zip"
"2009-05-15","Fri","Working Day","Working Day",,15,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm15MAY2009bhav.csv.zip"
"2009-05-16","Sat","Holiday","Holiday","Weekend",16,"MAY",2009,"NA"
"2009-05-17","Sun","Holiday","Holiday","Weekend",17,"MAY",2009,"NA"
"2009-05-18","Mon","Working Day","Working Day",,18,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm18MAY2009bhav.csv.zip"
"2009-05-19","Tue","Working Day","Working Day",,19,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm19MAY2009bhav.csv.zip"
"2009-05-20","Wed","Working Day","Working Day",,20,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm20MAY2009bhav.csv.zip"
"2009-05-21","Thu","Working Day","Working Day",,21,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm21MAY2009bhav.csv.zip"
"2009-05-22","Fri","Working Day","Working Day",,22,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm22MAY2009bhav.csv.zip"
"2009-05-23","Sat","Holiday","Holiday","Weekend",23,"MAY",2009,"NA"
"2009-05-24","Sun","Holiday","Holiday","Weekend",24,"MAY",2009,"NA"
"2009-05-25","Mon","Working Day","Working Day",,25,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm25MAY2009bhav.csv.zip"
"2009-05-26","Tue","Working Day","Working Day",,26,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm26MAY2009bhav.csv.zip"
"2009-05-27","Wed","Working Day","Working Day",,27,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm27MAY2009bhav.csv.zip"
"2009-05-28","Thu","Working Day","Working Day",,28,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm28MAY2009bhav.csv.zip"
"2009-05-29","Fri","Working Day","Working Day",,29,"MAY",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/MAY/cm29MAY2009bhav.csv.zip"
"2009-05-30","Sat","Holiday","Holiday","Weekend",30,"MAY",2009,"NA"
"2009-05-31","Sun","Holiday","Holiday","Weekend",31,"MAY",2009,"NA"
"2009-06-01","Mon","Working Day","Working Day",,1,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm1JUN2009bhav.csv.zip"
"2009-06-02","Tue","Working Day","Working Day",,2,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm2JUN2009bhav.csv.zip"
"2009-06-03","Wed","Working Day","Working Day",,3,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm3JUN2009bhav.csv.zip"
"2009-06-04","Thu","Working Day","Working Day",,4,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm4JUN2009bhav.csv.zip"
"2009-06-05","Fri","Working Day","Working Day",,5,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm5JUN2009bhav.csv.zip"
"2009-06-06","Sat","Holiday","Holiday","Weekend",6,"JUN",2009,"NA"
"2009-06-07","Sun","Holiday","Holiday","Weekend",7,"JUN",2009,"NA"
"2009-06-08","Mon","Working Day","Working Day",,8,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm8JUN2009bhav.csv.zip"
"2009-06-09","Tue","Working Day","Working Day",,9,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm9JUN2009bhav.csv.zip"
"2009-06-10","Wed","Working Day","Working Day",,10,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm10JUN2009bhav.csv.zip"
"2009-06-11","Thu","Working Day","Working Day",,11,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm11JUN2009bhav.csv.zip"
"2009-06-12","Fri","Working Day","Working Day",,12,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm12JUN2009bhav.csv.zip"
"2009-06-13","Sat","Holiday","Holiday","Weekend",13,"JUN",2009,"NA"
"2009-06-14","Sun","Holiday","Holiday","Weekend",14,"JUN",2009,"NA"
"2009-06-15","Mon","Working Day","Working Day",,15,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm15JUN2009bhav.csv.zip"
"2009-06-16","Tue","Working Day","Working Day",,16,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm16JUN2009bhav.csv.zip"
"2009-06-17","Wed","Working Day","Working Day",,17,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm17JUN2009bhav.csv.zip"
"2009-06-18","Thu","Working Day","Working Day",,18,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm18JUN2009bhav.csv.zip"
"2009-06-19","Fri","Working Day","Working Day",,19,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm19JUN2009bhav.csv.zip"
"2009-06-20","Sat","Holiday","Holiday","Weekend",20,"JUN",2009,"NA"
"2009-06-21","Sun","Holiday","Holiday","Weekend",21,"JUN",2009,"NA"
"2009-06-22","Mon","Working Day","Working Day",,22,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm22JUN2009bhav.csv.zip"
"2009-06-23","Tue","Working Day","Working Day",,23,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm23JUN2009bhav.csv.zip"
"2009-06-24","Wed","Working Day","Working Day",,24,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm24JUN2009bhav.csv.zip"
"2009-06-25","Thu","Working Day","Working Day",,25,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm25JUN2009bhav.csv.zip"
"2009-06-26","Fri","Working Day","Working Day",,26,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm26JUN2009bhav.csv.zip"
"2009-06-27","Sat","Holiday","Holiday","Weekend",27,"JUN",2009,"NA"
"2009-06-28","Sun","Holiday","Holiday","Weekend",28,"JUN",2009,"NA"
"2009-06-29","Mon","Working Day","Working Day",,29,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm29JUN2009bhav.csv.zip"
"2009-06-30","Tue","Working Day","Working Day",,30,"JUN",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUN/cm30JUN2009bhav.csv.zip"
"2009-07-01","Wed","Holiday","Holiday","RBI closing",1,"JUL",2009,"NA"
"2009-07-02","Thu","Working Day","Working Day",,2,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm2JUL2009bhav.csv.zip"
"2009-07-03","Fri","Working Day","Working Day",,3,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm3JUL2009bhav.csv.zip"
"2009-07-04","Sat","Holiday","Holiday","Weekend",4,"JUL",2009,"NA"
"2009-07-05","Sun","Holiday","Holiday","Weekend",5,"JUL",2009,"NA"
"2009-07-06","Mon","Working Day","Working Day",,6,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm6JUL2009bhav.csv.zip"
"2009-07-07","Tue","Working Day","Working Day",,7,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm7JUL2009bhav.csv.zip"
"2009-07-08","Wed","Working Day","Working Day",,8,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm8JUL2009bhav.csv.zip"
"2009-07-09","Thu","Working Day","Working Day",,9,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm9JUL2009bhav.csv.zip"
"2009-07-10","Fri","Working Day","Working Day",,10,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm10JUL2009bhav.csv.zip"
"2009-07-11","Sat","Holiday","Holiday","Weekend",11,"JUL",2009,"NA"
"2009-07-12","Sun","Holiday","Holiday","Weekend",12,"JUL",2009,"NA"
"2009-07-13","Mon","Working Day","Working Day",,13,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm13JUL2009bhav.csv.zip"
"2009-07-14","Tue","Working Day","Working Day",,14,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm14JUL2009bhav.csv.zip"
"2009-07-15","Wed","Working Day","Working Day",,15,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm15JUL2009bhav.csv.zip"
"2009-07-16","Thu","Working Day","Working Day",,16,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm16JUL2009bhav.csv.zip"
"2009-07-17","Fri","Working Day","Working Day",,17,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm17JUL2009bhav.csv.zip"
"2009-07-18","Sat","Holiday","Holiday","Weekend",18,"JUL",2009,"NA"
"2009-07-19","Sun","Holiday","Holiday","Weekend",19,"JUL",2009,"NA"
"2009-07-20","Mon","Working Day","Working Day",,20,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm20JUL2009bhav.csv.zip"
"2009-07-21","Tue","Working Day","Working Day",,21,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm21JUL2009bhav.csv.zip"
"2009-07-22","Wed","Working Day","Working Day",,22,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm22JUL2009bhav.csv.zip"
"2009-07-23","Thu","Working Day","Working Day",,23,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm23JUL2009bhav.csv.zip"
"2009-07-24","Fri","Working Day","Working Day",,24,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm24JUL2009bhav.csv.zip"
"2009-07-25","Sat","Holiday","Holiday","Weekend",25,"JUL",2009,"NA"
"2009-07-26","Sun","Holiday","Holiday","Weekend",26,"JUL",2009,"NA"
"2009-07-27","Mon","Working Day","Working Day",,27,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm27JUL2009bhav.csv.zip"
"2009-07-28","Tue","Working Day","Working Day",,28,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm28JUL2009bhav.csv.zip"
"2009-07-29","Wed","Working Day","Working Day",,29,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm29JUL2009bhav.csv.zip"
"2009-07-30","Thu","Working Day","Working Day",,30,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm30JUL2009bhav.csv.zip"
"2009-07-31","Fri","Working Day","Working Day",,31,"JUL",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/JUL/cm31JUL2009bhav.csv.zip"
"2009-08-01","Sat","Holiday","Holiday","Weekend",1,"AUG",2009,"NA"
"2009-08-02","Sun","Holiday","Holiday","Weekend",2,"AUG",2009,"NA"
"2009-08-03","Mon","Working Day","Working Day",,3,"AUG",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/AUG/cm3AUG2009bhav.csv.zip"
"2009-08-04","Tue","Working Day","Working Day",,4,"AUG",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/AUG/cm4AUG2009bhav.csv.zip"
"2009-08-05","Wed","Working Day","Working Day",,5,"AUG",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/AUG/cm5AUG2009bhav.csv.zip"
"2009-08-06","Thu","Working Day","Working Day",,6,"AUG",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/AUG/cm6AUG2009bhav.csv.zip"
"2009-08-07","Fri","Working Day","Working Day",,7,"AUG",2009,"http://www.nseindia.com/content/historical/EQUITIES/2009/AUG/cm7AUG2009bhav.csv.zip"
