"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL","WDM URL","DEBT URL","RDM URL","SLBS URL"
"3617","2010-11-26","Fri","Working Day","Working Day","-","26","NOV","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/NOV/cm26NOV2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/NOV/fo26NOV2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/NOV/wdmlist_26112010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3618","2010-11-27","Sat","Holiday","Holiday","Weekend","27","NOV","2010","","","3618","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3619","2010-11-28","Sun","Holiday","Holiday","Weekend","28","NOV","2010","","","3619","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3620","2010-11-29","Mon","Working Day","Working Day","-","29","NOV","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/NOV/cm29NOV2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/NOV/fo29NOV2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/NOV/wdmlist_29112010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3621","2010-11-30","Tue","Working Day","Working Day","-","30","NOV","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/NOV/cm30NOV2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/NOV/fo30NOV2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/NOV/wdmlist_30112010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3622","2010-12-01","Wed","Working Day","Working Day","-","1","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm1DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo1DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_1122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3623","2010-12-02","Thu","Working Day","Working Day","-","2","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm2DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo2DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_2122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3624","2010-12-03","Fri","Working Day","Working Day","-","3","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm3DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo3DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_3122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3625","2010-12-04","Sat","Holiday","Holiday","Weekend","4","DEC","2010","","","3625","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3626","2010-12-05","Sun","Holiday","Holiday","Weekend","5","DEC","2010","","","3626","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3627","2010-12-06","Mon","Working Day","Working Day","-","6","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm6DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo6DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_6122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3628","2010-12-07","Tue","Working Day","Working Day","-","7","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm7DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo7DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_7122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3629","2010-12-08","Wed","Working Day","Working Day","-","8","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm8DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo8DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_8122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3630","2010-12-09","Thu","Working Day","Working Day","-","9","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm9DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo9DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_9122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3631","2010-12-10","Fri","Working Day","Working Day","-","10","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm10DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo10DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_10122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3632","2010-12-11","Sat","Holiday","Holiday","Weekend","11","DEC","2010","","","3632","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3633","2010-12-12","Sun","Holiday","Holiday","Weekend","12","DEC","2010","","","3633","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3634","2010-12-13","Mon","Working Day","Working Day","-","13","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm13DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo13DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_13122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3635","2010-12-14","Tue","Working Day","Working Day","-","14","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm14DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo14DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_14122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3636","2010-12-15","Wed","Working Day","Working Day","-","15","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm15DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo15DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_15122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3637","2010-12-16","Thu","Working Day","Working Day","-","16","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm16DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo16DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_16122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3638","2010-12-17","Fri","Holiday","Holiday","Moharram","17","DEC","2010","","","3638","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3639","2010-12-18","Sat","Holiday","Holiday","Weekend","18","DEC","2010","","","3639","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3640","2010-12-19","Sun","Holiday","Holiday","Weekend","19","DEC","2010","","","3640","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3641","2010-12-20","Mon","Working Day","Working Day","-","20","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm20DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo20DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_20122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3642","2010-12-21","Tue","Working Day","Working Day","-","21","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm21DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo21DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_21122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3643","2010-12-22","Wed","Working Day","Working Day","-","22","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm22DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo22DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_22122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3644","2010-12-23","Thu","Working Day","Working Day","-","23","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm23DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo23DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_23122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3645","2010-12-24","Fri","Working Day","Working Day","-","24","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm24DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo24DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_24122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3646","2010-12-25","Sat","Holiday","Holiday","Weekend","25","DEC","2010","","","3646","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3647","2010-12-26","Sun","Holiday","Holiday","Weekend","26","DEC","2010","","","3647","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3648","2010-12-27","Mon","Working Day","Working Day","-","27","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm27DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo27DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_27122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3649","2010-12-28","Tue","Working Day","Working Day","-","28","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm28DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo28DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_28122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3650","2010-12-29","Wed","Working Day","Working Day","-","29","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm29DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo29DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_29122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3651","2010-12-30","Thu","Working Day","Working Day","-","30","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm30DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo30DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_30122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3652","2010-12-31","Fri","Working Day","Working Day","-","31","DEC","2010","http://www.nseindia.com/content/historical/EQUITIES/2010/DEC/cm31DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2010/DEC/fo31DEC2010bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2010/DEC/wdmlist_31122010.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3653","2011-01-01","Sat","Holiday","Holiday","Weekend","1","JAN","2011","","","3653","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3654","2011-01-02","Sun","Holiday","Holiday","Weekend","2","JAN","2011","","","3654","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3655","2011-01-03","Mon","Working Day","Working Day","-","3","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm3JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo3JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_312011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3656","2011-01-04","Tue","Working Day","Working Day","-","4","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm4JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo4JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_412011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3657","2011-01-05","Wed","Working Day","Working Day","-","5","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm5JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo5JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_512011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3658","2011-01-06","Thu","Working Day","Working Day","-","6","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm6JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo6JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_612011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3659","2011-01-07","Fri","Working Day","Working Day","-","7","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm7JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo7JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_712011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3660","2011-01-08","Sat","Holiday","Holiday","Weekend","8","JAN","2011","","","3660","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3661","2011-01-09","Sun","Holiday","Holiday","Weekend","9","JAN","2011","","","3661","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3662","2011-01-10","Mon","Working Day","Working Day","-","10","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm10JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo10JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1012011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3663","2011-01-11","Tue","Working Day","Working Day","-","11","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm11JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo11JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1112011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3664","2011-01-12","Wed","Working Day","Working Day","-","12","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm12JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo12JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1212011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3665","2011-01-13","Thu","Working Day","Working Day","-","13","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm13JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo13JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1312011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3666","2011-01-14","Fri","Working Day","Working Day","-","14","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm14JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo14JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1412011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3667","2011-01-15","Sat","Holiday","Holiday","Weekend","15","JAN","2011","","","3667","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3668","2011-01-16","Sun","Holiday","Holiday","Weekend","16","JAN","2011","","","3668","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3669","2011-01-17","Mon","Working Day","Working Day","-","17","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm17JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo17JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1712011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"3670","2011-01-18","Tue","Working Day","Working Day","-","18","JAN","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/JAN/cm18JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/JAN/fo18JAN2011bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2011/JAN/wdmlist_1812011.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
